tavu,frekvenssi
lekt,0.00234828919841455
neet,0.00234828919841455
rup,0.00234445212456093
kurk,0.00234061505070731
bän,0.00232142968143922
fik,0.0023175926075856
kump,0.0023175926075856
nät,0.00230991845987837
hak,0.00228305894290304
sub,0.00227922186904942
sär,0.00227922186904942
gis,0.00224468820436685
nar,0.00224085113051323
kymp,0.00222550283509876
muun,0.00221782868739152
virk,0.00221782868739152
ler,0.00221015453968428
son,0.00220631746583067
ryys,0.00220248039197705
tast,0.00220248039197705
kääs,0.00219096917041619
um,0.00218329502270895
vank,0.00218329502270895
möi,0.00217945794885534
teus,0.00216794672729448
daat,0.00216410965344086
soh,0.00216027257958724
kien,0.00215643550573362
ruut,0.00215643550573362
lon,0.00215259843188001
neil,0.00214108721031915
oo,0.00213341306261191
int,0.00212957598875829
dik,0.00212573891490468
kuor,0.00212190184105106
jäyt,0.00211806476719744
riis,0.00211422769334382
jil,0.00210271647178297
viu,0.00210271647178297
bis,0.0020681828071004
niuk,0.0020681828071004
haan,0.00206050865939316
jok,0.00205667158553954
meel,0.00205283451168592
kaar,0.00203364914241783
neel,0.00201830084700336
kän,0.0020067896254425
saar,0.0020067896254425
af,0.00199911547773526
ben,0.00199911547773526
mäh,0.00199911547773526
juon,0.00199527840388165
pät,0.00199527840388165
tip,0.00199527840388165
fak,0.00199144133002803
mor,0.00198760425617441
reel,0.00198760425617441
lauk,0.00197993010846717
jaan,0.00196074473919908
lenk,0.0019453964437846
giik,0.00193772229607737
myl,0.00193772229607737
kons,0.00193388522222375
vap,0.00193004814837013
jäi,0.00192237400066289
piik,0.00191853692680927
kiil,0.00191469985295566
maal,0.00191469985295566
rep,0.00191469985295566
tuos,0.00191469985295566
toit,0.00191086277910204
rö,0.00189935155754118
dan,0.00189551448368756
oot,0.00189551448368756
puus,0.00189551448368756
luos,0.00189167740983394
vul,0.00188784033598033
näp,0.00188400326212671
ron,0.00187249204056585
jail,0.00186865496671223
muk,0.00186865496671223
viis,0.00186481789285861
det,0.00185330667129776
mäys,0.0018417954497369
kant,0.00182261008046881
peut,0.00181877300661519
miik,0.00181493593276157
vak,0.00181493593276157
riu,0.00180726178505434
teg,0.00180726178505434
far,0.00179191348963986
hoin,0.00179191348963986
ank,0.00178807641578624
rank,0.00178040226807901
riin,0.00177272812037177
dit,0.00176889104651815
bar,0.00176505397266453
hek,0.00176121689881091
laat,0.00174586860339644
taal,0.00174586860339644
jyys,0.00173435738183558
tait,0.00171900908642111
toon,0.00171133493871387
suih,0.00170749786486025
vys,0.00170749786486025
salk,0.00170366079100664
paat,0.00169982371715302
doin,0.0016959866432994
veil,0.0016959866432994
hilk,0.00169214956944578
lum,0.00168831249559216
ruuh,0.00168831249559216
lim,0.00167680127403131
sult,0.00166529005247045
tuin,0.00166145297861683
pals,0.00165761590476321
aar,0.00165377883090959
syök,0.00164994175705598
hääl,0.00163843053549512
tyn,0.0016345934616415
jeh,0.00163075638778788
lyl,0.00163075638778788
leu,0.00162691931393426
riik,0.00162691931393426
hään,0.00162308224008065
vais,0.00162308224008065
ag,0.00161924516622703
piip,0.00161540809237341
väy,0.00161157101851979
tyyn,0.00159622272310532
höy,0.0015923856492517
roon,0.0015923856492517
sir,0.0015923856492517
ab,0.00158854857539808
häk,0.00158854857539808
vart,0.00158471150154446
hap,0.00158087442769084
sou,0.00158087442769084
hiek,0.00157320027998361
ast,0.00156936320612999
fan,0.00156936320612999
roik,0.00156552613227637
lyk,0.00155401491071551
jäy,0.00155017783686189
seel,0.00154634076300828
haal,0.00153866661530104
räy,0.00153482954144742
peys,0.0015309924675938
jit,0.00152331831988656
suut,0.00152331831988656
tup,0.00152331831988656
ad,0.00151564417217933
niu,0.00151564417217933
hoil,0.00150413295061847
päis,0.00150413295061847
ryö,0.00150029587676485
öi,0.00149262172905762
gos,0.001488784655204
kilt,0.00148494758135038
kuop,0.00148494758135038
näis,0.00148111050749676
root,0.00148111050749676
säis,0.0014695992859359
joil,0.00146576221208229
jäyk,0.00146576221208229
puuk,0.00146192513822867
reis,0.00145808806437505
valt,0.00145808806437505
sui,0.00143890269510696
neen,0.00143506562125334
aak,0.00143122854739972
kank,0.00143122854739972
lul,0.0014273914735461
myr,0.00142355439969248
pilk,0.00142355439969248
git,0.00141971732583886
tant,0.00141971732583886
rum,0.00141588025198524
löi,0.00141204317813163
kaal,0.00140820610427801
moil,0.00140820610427801
nees,0.00140820610427801
tulk,0.00140820610427801
reil,0.00140436903042439
vait,0.00140436903042439
pih,0.00139669488271715
silk,0.00139669488271715
nyk,0.00139285780886353
tyl,0.00138902073500991
vok,0.0013851836611563
rur,0.00137367243959544
miil,0.00136983536574182
sup,0.0013659982918882
här,0.00135832414418097
senk,0.00135832414418097
myk,0.00135448707032735
pauk,0.00135448707032735
tert,0.00133530170105925
teyt,0.00133530170105925
vär,0.00133530170105925
tyys,0.0013237904794984
veit,0.0013237904794984
suul,0.00131995340564478
läis,0.00131611633179116
myrk,0.00131611633179116
veel,0.00130844218408393
liek,0.00128925681481583
mait,0.00128541974096221
nöi,0.00128541974096221
sop,0.0012815826671086
dak,0.00127774559325498
peil,0.00127774559325498
ruok,0.00127007144554774
murs,0.00126623437169412
jui,0.00125856022398688
kynt,0.00125856022398688
lyön,0.00125472315013327
huur,0.00125088607627965
bort,0.00124321192857241
rän,0.00124321192857241
bak,0.00123937485471879
mart,0.00123937485471879
munk,0.00123937485471879
nant,0.00123553778086517
höl,0.00123170070701155
lamp,0.00123170070701155
jer,0.00122402655930432
niel,0.00122402655930432
puol,0.00122402655930432
dös,0.0012201894854507
hert,0.0012201894854507
jin,0.0012201894854507
köm,0.0012201894854507
reip,0.00121251533774346
pöl,0.00120867826388984
vilk,0.00120100411618261
koor,0.00119332996847537
pub,0.00119332996847537
äy,0.00119332996847537
hurs,0.00118565582076813
pyör,0.00118565582076813
räl,0.00118181874691451
rien,0.00117798167306089
telt,0.00116647045150004
goit,0.00116263337764642
gent,0.0011587963037928
kink,0.00115495922993918
yn,0.00114728508223195
pok,0.00114344800837833
täm,0.00113961093452471
vuut,0.00113961093452471
miin,0.00113577386067109
neit,0.00113577386067109
tous,0.00113577386067109
aas,0.00112042556525662
hoh,0.001116588491403
pään,0.001116588491403
kep,0.00111275141754938
luuk,0.00110507726984214
sok,0.00108589190057405
kiuk,0.00107821775286681
subs,0.00107821775286681
vaat,0.00107821775286681
fek,0.00107438067901319
rauk,0.00107438067901319
uin,0.00107054360515958
huuh,0.00106670653130596
jim,0.00106670653130596
duk,0.00105903238359872
hö,0.0010551953097451
purk,0.0010551953097451
ger,0.00105135823589148
syl,0.00105135823589148
vek,0.00105135823589148
jais,0.00103984701433063
teik,0.00103984701433063
ruis,0.00103600994047701
juop,0.00103217286662339
miek,0.00103217286662339
om,0.00103217286662339
pork,0.00102833579276977
loik,0.00102449871891615
täis,0.00102449871891615
sant,0.00102066164506253
funk,0.00101682457120892
kouk,0.00101682457120892
neut,0.00101682457120892
rois,0.0010129874973553
räil,0.00100915042350168
piil,0.00100531334964806
pir,0.00100531334964806
ruos,0.00100531334964806
sig,0.00100531334964806
sans,0.00100147627579444
kelk,0.000993802128087204
lom,0.000993802128087204
gan,0.000989965054233586
suis,0.000989965054233586
dar,0.000986127980379967
alt,0.000982290906526348
fiik,0.000982290906526348
pyl,0.000982290906526348
boi,0.00097845383267273
haut,0.00097845383267273
pou,0.00097845383267273
vaas,0.00097845383267273
pop,0.000970779684965493
vaah,0.000970779684965493
ees,0.000966942611111874
juut,0.000963105537258256
nuot,0.000959268463404637
nöit,0.000959268463404637
bas,0.000955431389551019
päh,0.0009515943156974
väh,0.0009515943156974
fos,0.000947757241843782
kämp,0.000947757241843782
käär,0.000943920167990163
kolk,0.000940083094136545
kik,0.000932408946429307
jenk,0.000928571872575689
pyyk,0.000928571872575689
tok,0.000928571872575689
röin,0.000920897724868452
nip,0.000913223577161215
velt,0.000901712355600359
pers,0.00089787528174674
mun,0.000894038207893122
kool,0.000890201134039503
käm,0.000886364060185885
när,0.000886364060185885
äm,0.000886364060185885
mam,0.000882526986332266
meet,0.000882526986332266
noot,0.000882526986332266
kuit,0.000878689912478648
seus,0.000878689912478648
riy,0.000874852838625029
häil,0.000871015764771411
lol,0.000871015764771411
täil,0.000871015764771411
dah,0.000867178690917792
lans,0.000867178690917792
nilk,0.000863341617064173
soot,0.000863341617064173
pum,0.000859504543210555
kuil,0.000851830395503318
lyi,0.000851830395503318
vim,0.000851830395503318
rees,0.000847993321649699
kih,0.000840319173942462
loil,0.000836482100088844
top,0.000836482100088844
tuun,0.000836482100088844
tiys,0.000832645026235225
imp,0.000828807952381606
pant,0.000828807952381606
muh,0.000817296730820751
torp,0.000817296730820751
jaut,0.000813459656967132
täys,0.000813459656967132
viin,0.000813459656967132
fun,0.000809622583113514
vink,0.000809622583113514
harp,0.000805785509259895
nui,0.000801948435406277
täk,0.000798111361552658
tey,0.00079427428769904
pirt,0.000790437213845421
get,0.000786600139991803
lyys,0.000786600139991803
nois,0.000782763066138184
pans,0.000782763066138184
tius,0.000778925992284565
punk,0.000775088918430947
vous,0.000775088918430947
jout,0.000771251844577328
nail,0.00076741477072371
kylt,0.000763577696870091
nop,0.000763577696870091
lyyt,0.000759740623016473
vaal,0.000759740623016473
ens,0.000755903549162854
laih,0.000755903549162854
lef,0.000755903549162854
serk,0.000755903549162854
gyp,0.000752066475309236
kelt,0.000748229401455617
typ,0.000748229401455617
gol,0.000744392327601999
kork,0.000744392327601999
mans,0.00074055525374838
hun,0.000732881106041143
uur,0.000732881106041143
läl,0.000729044032187524
rous,0.000729044032187524
ryp,0.000729044032187524
lius,0.000725206958333906
meil,0.000725206958333906
raas,0.000725206958333906
reys,0.000725206958333906
hih,0.000721369884480287
kolt,0.000721369884480287
nent,0.000717532810626669
puls,0.000717532810626669
vuun,0.000717532810626669
heil,0.00071369573677305
ant,0.000709858662919432
sank,0.000706021589065813
ent,0.000702184515212194
jyl,0.000702184515212194
puil,0.000702184515212194
röyh,0.000702184515212194
ii,0.000698347441358576
mäil,0.000698347441358576
samp,0.000694510367504957
hik,0.000690673293651339
jääh,0.000690673293651339
viil,0.000690673293651339
jois,0.00068683621979772
läk,0.000682999145944102
mol,0.000682999145944102
rip,0.000682999145944102
tank,0.000682999145944102
keuh,0.000675324998236865
koop,0.000675324998236865
park,0.000671487924383246
räyt,0.000667650850529627
öit,0.000667650850529627
vaip,0.000663813776676009
hep,0.00065997670282239
piit,0.00065997670282239
haih,0.000656139628968772
jys,0.000656139628968772
pirs,0.000656139628968772
sail,0.000656139628968772
selk,0.000656139628968772
bal,0.000652302555115153
junt,0.000652302555115153
kaak,0.000652302555115153
kog,0.000652302555115153
vui,0.000652302555115153
ruuk,0.000644628407407916
sey,0.000644628407407916
hyön,0.000640791333554298
rait,0.000640791333554298
touk,0.000636954259700679
jem,0.000633117185847061
köin,0.000633117185847061
nih,0.000633117185847061
räis,0.000633117185847061
hip,0.000629280111993442
tärk,0.000629280111993442
hoik,0.000625443038139823
huis,0.000621605964286205
köön,0.000621605964286205
mail,0.000621605964286205
nais,0.000621605964286205
tees,0.000621605964286205
korp,0.000617768890432586
mou,0.000617768890432586
paan,0.000617768890432586
vint,0.000617768890432586
num,0.000613931816578968
yrt,0.000613931816578968
vyi,0.000610094742725349
bat,0.000606257668871731
kaat,0.000606257668871731
	
norp,0.000594746447310875
dal,0.000590909373457257
rar,0.000590909373457257
siep,0.000590909373457257
tens,0.000590909373457257
tuop,0.000590909373457257
mag,0.000587072299603638
sort,0.000587072299603638
deh,0.00058323522575002
lant,0.00058323522575002
telk,0.000579398151896401
käil,0.000571724004189164
lyp,0.000571724004189164
suit,0.000571724004189164
link,0.000567886930335545
läy,0.000567886930335545
surs,0.000567886930335545
säp,0.000567886930335545
saut,0.000564049856481927
läyt,0.00055637570877469
tök,0.00055637570877469
ber,0.000552538634921071
nuh,0.000552538634921071
bot,0.000548701561067452
die,0.000548701561067452
köt,0.000548701561067452
leus,0.000548701561067452
päih,0.000548701561067452
lyh,0.000544864487213834
mous,0.000544864487213834
ont,0.000544864487213834
ram,0.000544864487213834
heys,0.000541027413360215
kuik,0.000541027413360215
laas,0.000541027413360215
lyöt,0.000541027413360215
ryk,0.000541027413360215
paah,0.000537190339506597
pör,0.000537190339506597
möt,0.000533353265652978
peik,0.000533353265652978
päs,0.000533353265652978
sos,0.000533353265652978
tölk,0.000533353265652978
ans,0.00052951619179936
sauk,0.000525679117945741
uit,0.000525679117945741
er,0.000521842044092123
kert,0.000518004970238504
purs,0.000518004970238504
nyn,0.000514167896384886
rest,0.000514167896384886
ait,0.000510330822531267
hier,0.000506493748677648
häl,0.000506493748677648
näk,0.000506493748677648
leil,0.00050265667482403
dun,0.000498819600970411
vant,0.000498819600970411
bor,0.000494982527116793
lob,0.000494982527116793
mels,0.000494982527116793
sät,0.000494982527116793
reus,0.000487308379409556
som,0.000487308379409556
vins,0.000487308379409556
balt,0.000483471305555937
keet,0.000483471305555937
palt,0.000483471305555937
roil,0.000483471305555937
siy,0.000483471305555937
tih,0.000483471305555937
tuik,0.000483471305555937
kaih,0.000479634231702319
uut,0.000479634231702319
hyi,0.0004757971578487
julk,0.0004757971578487
tab,0.0004757971578487
tuis,0.0004757971578487
muik,0.000471960083995081
part,0.000471960083995081
pump,0.000471960083995081
vent,0.000471960083995081
kiy,0.000468123010141463
vey,0.000468123010141463
falt,0.000464285936287844
kiep,0.000464285936287844
meik,0.000460448862434226
vod,0.000460448862434226
dop,0.000456611788580607
myi,0.000456611788580607
pönt,0.000456611788580607
vals,0.000456611788580607
väyt,0.000456611788580607
heis,0.00044893764087337
vöi,0.00044893764087337
feet,0.000445100567019752
kalk,0.000445100567019752
tilk,0.000445100567019752
däk,0.000441263493166133
eit,0.000441263493166133
meus,0.000441263493166133
nuol,0.000441263493166133
tym,0.000441263493166133
duil,0.000437426419312515
muot,0.000437426419312515
rant,0.000437426419312515
vöit,0.000437426419312515
sont,0.000433589345458896
helk,0.000425915197751659
liis,0.000425915197751659
naf,0.000425915197751659
nyyh,0.000425915197751659
pomp,0.000425915197751659
pous,0.000425915197751659
vep,0.000425915197751659
dant,0.00042207812389804
lup,0.00042207812389804
ruil,0.00042207812389804
töl,0.00042207812389804
söl,0.000418241050044422
tolp,0.000418241050044422
vum,0.000418241050044422
dens,0.000414403976190803
nuur,0.000414403976190803
pöt,0.000414403976190803
fu,0.000410566902337185
juur,0.000410566902337185
kuih,0.000410566902337185
myt,0.000410566902337185
raut,0.000410566902337185
tep,0.000410566902337185
tuom,0.000410566902337185
vou,0.000410566902337185
pyt,0.000406729828483566
romp,0.000406729828483566
töy,0.000406729828483566
virt,0.000406729828483566
bil,0.000402892754629948
noil,0.000402892754629948
pip,0.000402892754629948
järk,0.000399055680776329
loih,0.000399055680776329
seys,0.000399055680776329
ted,0.000399055680776329
kees,0.000395218606922711
töön,0.000395218606922711
kyyh,0.000391381533069092
lien,0.000391381533069092
nyök,0.000391381533069092
fars,0.000387544459215473
fies,0.000387544459215473
hans,0.000387544459215473
mink,0.000387544459215473
naas,0.000387544459215473
säm,0.000387544459215473
toik,0.000387544459215473
hous,0.000383707385361855
hup,0.000383707385361855
out,0.000383707385361855
vuk,0.000383707385361855
nyr,0.000379870311508236
peet,0.000379870311508236
särk,0.000379870311508236
äh,0.000379870311508236
tiut,0.000376033237654618
huh,0.000372196163800999
kyyk,0.000372196163800999
tulp,0.000372196163800999
fin,0.000368359089947381
lor,0.000368359089947381
näs,0.000368359089947381
rih,0.000368359089947381
tunk,0.000368359089947381
bul,0.000360684942240144
pöi,0.000360684942240144
ruop,0.000360684942240144
ruun,0.000360684942240144
köis,0.000353010794532907
mouk,0.000353010794532907
naar,0.000353010794532907
hiil,0.000349173720679288
talk,0.000349173720679288
uis,0.000349173720679288
voh,0.000349173720679288
ban,0.000345336646825669
bib,0.000345336646825669
moon,0.000345336646825669
röt,0.000345336646825669
väys,0.000345336646825669
haak,0.000341499572972051
keim,0.000341499572972051
läik,0.000341499572972051
päl,0.000341499572972051
pärs,0.000341499572972051
suol,0.000341499572972051
ääs,0.000341499572972051
rain,0.000337662499118432
kärk,0.000333825425264814
syyn,0.000333825425264814
yöl,0.000333825425264814
fai,0.000329988351411195
köit,0.000329988351411195
sens,0.000329988351411195
uo,0.000329988351411195
vieh,0.000329988351411195
gant,0.000326151277557577
gäh,0.000326151277557577
heus,0.000326151277557577
main,0.000326151277557577
nuuh,0.000326151277557577
sink,0.000326151277557577
vor,0.000326151277557577
dog,0.000322314203703958
luim,0.000322314203703958
oik,0.000322314203703958
peip,0.000322314203703958
pult,0.000322314203703958
riuh,0.000322314203703958
väil,0.000322314203703958
kors,0.00031847712985034
lank,0.00031847712985034
muul,0.00031847712985034
än,0.00031847712985034
duo,0.000314640055996721
lins,0.000314640055996721
räp,0.000314640055996721
ryyp,0.000310802982143102
vilp,0.000310802982143102
gurt,0.000306965908289484
hirt,0.000306965908289484
jeit,0.000306965908289484
juot,0.000306965908289484
saip,0.000306965908289484
tir,0.000306965908289484
lib,0.000303128834435865
lonk,0.000303128834435865
pees,0.000303128834435865
puik,0.000303128834435865
tuoh,0.000303128834435865
vois,0.000303128834435865
euk,0.000299291760582247
härs,0.000299291760582247
pors,0.000299291760582247
rius,0.000299291760582247
ryöp,0.000299291760582247
diik,0.000295454686728628
gik,0.000295454686728628
mey,0.000295454686728628
pamp,0.000295454686728628
pön,0.000295454686728628
ryi,0.000295454686728628
nyh,0.00029161761287501
punt,0.00029161761287501
rön,0.00029161761287501
fis,0.000287780539021391
kars,0.000287780539021391
kärp,0.000287780539021391
miit,0.000287780539021391
piu,0.000287780539021391
syös,0.000287780539021391
alp,0.000283943465167773
got,0.000283943465167773
join,0.000283943465167773
tim,0.000283943465167773
tät,0.000283943465167773
vyyh,0.000283943465167773
hiin,0.000280106391314154
hum,0.000280106391314154
hyd,0.000280106391314154
häh,0.000280106391314154
höys,0.000280106391314154
loon,0.000280106391314154
nouk,0.000280106391314154
pey,0.000280106391314154
saik,0.000280106391314154
syön,0.000280106391314154
valp,0.000280106391314154
soih,0.000276269317460536
töp,0.000276269317460536
foi,0.000272432243606917
folk,0.000272432243606917
muok,0.000272432243606917
nöin,0.000272432243606917
välk,0.000272432243606917
hop,0.000268595169753298
mim,0.000268595169753298
nir,0.000268595169753298
tolk,0.000268595169753298
buut,0.00026475809589968
huos,0.00026475809589968
köyh,0.00026475809589968
luh,0.00026475809589968
nyp,0.00026475809589968
riek,0.00026475809589968
fal,0.000260921022046061
goin,0.000260921022046061
kirs,0.000260921022046061
liuk,0.000260921022046061
rint,0.000260921022046061
esp,0.000257083948192443
rark,0.000257083948192443
ryyt,0.000257083948192443
surf,0.000257083948192443
hiip,0.000253246874338824
häät,0.000253246874338824
löyh,0.000253246874338824
dep,0.000249409800485206
fen,0.000249409800485206
päys,0.000249409800485206
mig,0.000245572726631587
mäyt,0.000245572726631587
pien,0.000245572726631587
suur,0.000245572726631587
dig,0.000241735652777969
gek,0.000241735652777969
gy,0.000241735652777969
leet,0.000241735652777969
nö,0.000241735652777969
pyrs,0.000241735652777969
reg,0.000241735652777969
bien,0.00023789857892435
hurt,0.00023789857892435
hölk,0.00023789857892435
lauh,0.00023789857892435
nuok,0.00023789857892435
rop,0.00023789857892435
siip,0.00023789857892435
suot,0.00023789857892435
suuk,0.00023789857892435
vils,0.00023789857892435
vuol,0.00023789857892435
gar,0.000234061505070731
jup,0.000234061505070731
puur,0.000234061505070731
raal,0.000234061505070731
ramp,0.000234061505070731
hool,0.000230224431217113
jum,0.000230224431217113
kuur,0.000230224431217113
jep,0.000226387357363494
kiik,0.000226387357363494
kurt,0.000226387357363494
look,0.000226387357363494
rääk,0.000226387357363494
tump,0.000226387357363494
viuh,0.000226387357363494
vyk,0.000226387357363494
dem,0.000222550283509876
kirp,0.000222550283509876
möyk,0.000222550283509876
voih,0.000222550283509876
gäs,0.000218713209656257
